,date,cowshed,avg_actual,avg_milk,THI,calving_days,calving_indices
804,2017-4-24,B1-5S,34.693877551,29.6,19.7311,196.0,1.0
820,2017-4-25,B1-5S,36.7346938776,28.4,19.2229,197.0,1.0
836,2017-4-26,B1-5S,36.3636363636,28.7,19.7311,197.5,1.0
852,2017-4-27,B1-5S,34.3434343434,26.7,20.386,198.5,1.0
868,2017-4-28,B1-5S,37.7551020408,28.4,20.6698,199.5,1.0
884,2017-4-29,B1-5S,37.7551020408,28.5,21.6158,200.5,1.0
900,2017-4-30,B1-5S,36.7346938776,28.6,21.6158,201.5,1.0
916,2017-5-1,B1-5S,37.7551020408,28.8,21.0482,202.5,1.0
932,2017-5-2,B1-5S,43.7113402062,28.2,21.332,203.5,1.0
948,2017-5-3,B1-5S,39.175257732,29.0,21.332,204.5,1.0
964,2017-5-4,B1-5S,41.2371134021,28.7,23.0715,205.5,1.0
980,2017-5-5,B1-5S,42.2680412371,28.8,23.0715,206.5,1.0
996,2017-5-6,B1-5S,42.2680412371,28.4,23.385,208.0,1.0
1012,2017-5-7,B1-5S,43.2989690722,28.4,23.0715,209.0,1.0
1028,2017-5-8,B1-5S,42.2680412371,30.4,22.0265,210.0,1.0
1044,2017-5-9,B1-5S,41.2371134021,27.6,21.295,211.0,1.0
1060,2017-5-10,B1-5S,37.1134020619,27.0,22.0265,212.0,1.0
1076,2017-5-11,B1-5S,31.9587628866,0.0,23.6912,213.0,1.0
1092,2017-5-12,B1-5S,,,25.2928,,
1108,2017-5-13,B1-5S,,,25.636,,
1124,2017-5-14,B1-5S,,,24.492,,
1140,2017-5-15,B1-5S,,,24.8352,,
1156,2017-5-16,B1-5S,,,25.2928,,
1172,2017-5-17,B1-5S,,,24.356,,
1188,2017-5-18,B1-5S,,,24.7289,,
1204,2017-5-19,B1-5S,,,24.356,,
1220,2017-5-20,B1-5S,,,24.356,,
1236,2017-5-21,B1-5S,,,24.9614,,
1252,2017-5-22,B1-5S,,,26.3034,,
1268,2017-5-23,B1-5S,,,25.7666,,
1284,2017-5-24,B1-5S,,,26.706,,
1300,2017-5-25,B1-5S,,,25.7666,,
1316,2017-5-26,B1-5S,,,28.2453,,
1332,2017-5-27,B1-5S,,,27.813,,
1348,2017-5-28,B1-5S,,,26.8043,,
1364,2017-5-29,B1-5S,,,25.9397,,
1380,2017-5-30,B1-5S,,,25.9397,,
1396,2017-5-31,B1-5S,,,27.842,,
1412,2017-6-1,B1-5S,,,26.918,17.0,1.0
1428,2017-6-2,B1-5S,,,27.38,18.0,1.0
1444,2017-6-3,B1-5S,,,26.918,19.0,1.0
1460,2017-6-4,B1-5S,,,28.92,20.0,1.0
1476,2017-6-5,B1-5S,,,27.8963,21.0,1.0
1492,2017-6-6,B1-5S,,,28.388,22.0,1.0
1508,2017-6-7,B1-5S,,,30.027,21.0,1.0
1524,2017-6-8,B1-5S,,,27.8963,22.0,1.0
1540,2017-6-9,B1-5S,,,29.5353,20.0,1.0
1556,2017-6-10,B1-5S,,,29.5353,21.0,1.0
1572,2017-6-11,B1-5S,,,30.027,20.5,1.0
1588,2017-6-12,B1-5S,,,29.9174,22.0,1.0
1604,2017-6-13,B1-5S,,,31.6554,23.0,1.0
1620,2017-6-14,B1-5S,,,29.396,23.0,1.0
1636,2017-6-15,B1-5S,,,30.6126,24.0,1.0
1652,2017-6-16,B1-5S,,,31.134,25.0,1.0
1668,2017-6-17,B1-5S,,,28.8746,26.0,1.0
1684,2017-6-18,B1-5S,,,31.134,26.0,1.0
1700,2017-6-19,B1-5S,,,29.396,27.0,1.0
1716,2017-6-20,B1-5S,,,28.8746,27.0,1.0
1732,2017-6-21,B1-5S,,,31.6554,27.0,1.0
1748,2017-6-22,B1-5S,,,34.0886,28.0,1.0
1764,2017-6-23,B1-5S,25.641025641,29.7,32.872,29.0,1.0
1780,2017-6-24,B1-5S,26.9662921348,29.6,31.134,29.0,1.0
1796,2017-6-25,B1-5S,29.4623655914,29.9,30.6126,30.0,1.0
1812,2017-6-26,B1-5S,29.6703296703,29.9,30.6126,31.0,1.0
1828,2017-6-27,B1-5S,31.25,29.7,30.6126,32.0,1.0
1844,2017-6-28,B1-5S,34.3119266055,30.4,29.9174,30.0,1.0
1860,2017-6-29,B1-5S,39.4736842105,26.0,32.3506,31.0,1.0
1876,2017-6-30,B1-5S,37.0588235294,26.1,32.3506,35.0,1.0
1892,2017-7-1,B1-5S,,,29.9174,36.0,1.0
1908,2017-7-2,B1-5S,27.6315789474,25.2,31.134,33.0,1.0
1924,2017-7-3,B1-5S,28.2051282051,22.2,34.0886,35.0,1.0
1940,2017-7-4,B1-5S,28.9473684211,26.0,30.6126,37.0,1.0
1956,2017-7-5,B1-5S,32.0,26.7,33.3934,38.0,1.0
1972,2017-7-6,B1-5S,33.3333333333,26.5,33.3934,36.0,1.0
1988,2017-7-7,B1-5S,29.8701298701,32.2,32.3506,37.0,1.0
2004,2017-7-8,B1-5S,25.974025974,27.2,31.134,35.0,1.0
2020,2017-7-9,B1-5S,26.582278481,9.4,34.0886,36.0,1.0
2036,2017-7-10,B1-5S,30.1204819277,0.0,31.6554,37.0,1.0
2052,2017-7-11,B1-5S,34.1176470588,18.2,36.348,38.0,1.0
2068,2017-7-12,B1-5S,32.9411764706,27.8,34.0886,37.5,1.0
2084,2017-7-13,B1-5S,33.3333333333,27.6,32.872,38.5,1.0
2100,2017-7-14,B1-5S,34.0909090909,8.8,34.0886,38.0,1.0
2116,2017-7-15,B1-5S,32.1348314607,27.4,32.872,39.0,1.0
2132,2017-7-16,B1-5S,32.5842696629,26.7,34.0886,39.5,1.0
2148,2017-7-17,B1-5S,31.9101123596,28.0,34.61,40.0,1.0
2164,2017-7-18,B1-5S,31.7777777778,28.8,32.872,40.0,1.0
2180,2017-7-19,B1-5S,30.8695652174,28.9,32.872,41.0,1.0
2196,2017-7-20,B1-5S,31.5217391304,28.5,34.9576,42.0,1.0
2212,2017-7-21,B1-5S,31.5217391304,28.5,34.9576,42.0,1.0
2228,2017-7-22,B1-5S,30.8510638298,28.3,32.872,44.0,1.0
2244,2017-7-23,B1-5S,31.1827956989,28.3,35.284,45.0,1.0
2260,2017-7-24,B1-5S,32.6086956522,27.7,37.696,44.0,1.0
2276,2017-7-25,B1-5S,30.4347826087,27.5,38.902,45.0,1.0
8,2017-3-5,B4-1S,40.7407407407,23.6,9.236,266.0,2.0
24,2017-3-6,B4-1S,37.969924812,25.8,9.478,267.0,2.0
40,2017-3-7,B4-1S,39.6946564885,23.9,9.4054,268.0,2.0
56,2017-3-8,B4-1S,39.6946564885,23.6,9.4054,269.0,2.0
72,2017-3-9,B4-1S,39.8692810458,23.9,10.244,270.0,2.0
88,2017-3-10,B4-1S,39.8692810458,23.9,10.2011,271.0,2.0
104,2017-3-11,B4-1S,39.4736842105,23.5,10.387,269.5,2.0
120,2017-3-12,B4-1S,38.6666666667,24.5,10.4299,268.0,2.0
136,2017-3-13,B4-1S,38.255033557,23.7,10.387,269.0,2.0
152,2017-3-14,B4-1S,37.2413793103,25.0,10.101,275.0,2.0
168,2017-3-15,B4-1S,37.323943662,23.9,11.1948,276.0,2.0
184,2017-3-16,B4-1S,38.8489208633,23.8,11.252,281.0,2.0
200,2017-3-17,B4-1S,37.2262773723,24.8,11.2652,282.0,2.0
216,2017-3-18,B4-1S,34.5588235294,24.5,11.296,283.0,2.0
232,2017-3-19,B4-1S,36.9230769231,24.2,11.2388,284.0,2.0
248,2017-3-20,B4-1S,35.8267716535,25.9,12.2435,285.0,2.0
264,2017-3-21,B4-1S,37.6,24.1,12.2765,286.0,2.0
280,2017-3-22,B4-1S,39.1129032258,23.5,12.315,287.0,2.0
296,2017-3-23,B4-1S,38.8157894737,23.9,12.2765,270.0,2.0
312,2017-3-24,B4-1S,38.6163522013,24.9,13.3758,271.0,2.0
328,2017-3-25,B4-1S,38.8461538462,24.6,13.3142,272.0,2.0
344,2017-3-26,B4-1S,38.8157894737,24.4,13.0678,273.0,2.0
360,2017-3-27,B4-1S,37.5838926174,24.6,13.1602,274.0,2.0
376,2017-3-28,B4-1S,36.2416107383,24.5,14.023,275.0,2.0
392,2017-3-29,B4-1S,38.255033557,25.0,14.276,276.0,2.0
408,2017-3-30,B4-1S,37.9310344828,24.3,13.9471,266.0,2.0
424,2017-3-31,B4-1S,38.0281690141,25.6,13.9471,267.0,2.0
440,2017-4-1,B4-1S,37.323943662,24.7,14.932,268.0,2.0
456,2017-4-2,B4-1S,37.0629370629,24.9,15.636,268.5,2.0
472,2017-4-3,B4-1S,38.0281690141,24.1,15.1784,269.5,2.0
488,2017-4-4,B4-1S,38.2978723404,24.2,16.1567,270.5,2.0
504,2017-4-5,B4-1S,40.4255319149,23.7,15.7057,271.5,2.0
520,2017-4-6,B4-1S,36.8794326241,28.5,16.1567,272.5,2.0
536,2017-4-7,B4-1S,40.4255319149,23.7,15.841,273.0,2.0
552,2017-4-8,B4-1S,38.2978723404,24.4,16.75,272.0,2.0
568,2017-4-9,B4-1S,38.2978723404,23.8,17.3,273.0,2.0
584,2017-4-10,B4-1S,38.6524822695,23.7,17.685,272.0,2.0
600,2017-4-11,B4-1S,38.5815602837,24.3,16.915,273.0,2.0
616,2017-4-12,B4-1S,38.5714285714,23.9,18.308,274.0,2.0
632,2017-4-13,B4-1S,38.8571428571,24.3,18.5027,275.0,2.0
648,2017-4-14,B4-1S,38.8571428571,23.9,17.659,276.0,2.0
664,2017-4-15,B4-1S,37.5,24.1,18.1133,277.0,2.0
680,2017-4-16,B4-1S,38.2142857143,24.3,18.3436,278.0,2.0
696,2017-4-17,B4-1S,37.1428571429,24.1,18.7924,279.0,2.0
712,2017-4-18,B4-1S,35.9712230216,25.1,19.316,280.0,2.0
728,2017-4-19,B4-1S,38.9312977099,23.4,19.0916,281.0,2.0
744,2017-4-20,B4-1S,37.0078740157,24.5,19.316,282.0,2.0
760,2017-4-21,B4-1S,35.3846153846,23.0,21.171,283.0,2.0
776,2017-4-22,B4-1S,35.1145038168,24.2,20.9169,284.0,2.0
792,2017-4-23,B4-1S,35.8778625954,23.0,19.2229,285.0,2.0
808,2017-4-24,B4-1S,35.1145038168,23.8,19.7311,290.0,2.0
824,2017-4-25,B4-1S,33.5877862595,22.0,19.2229,291.0,2.0
840,2017-4-26,B4-1S,32.8244274809,22.5,19.7311,292.0,2.0
856,2017-4-27,B4-1S,33.5877862595,10.9,20.386,294.0,2.0
872,2017-4-28,B4-1S,34.3511450382,17.4,20.6698,295.0,2.0
888,2017-4-29,B4-1S,34.3511450382,23.0,21.6158,296.0,2.0
904,2017-4-30,B4-1S,35.1145038168,23.0,21.6158,297.0,2.0
920,2017-5-1,B4-1S,36.641221374,22.3,21.0482,298.0,2.0
936,2017-5-2,B4-1S,35.8778625954,23.3,21.332,304.5,2.0
952,2017-5-3,B4-1S,37.786259542,21.3,21.332,305.5,2.0
968,2017-5-4,B4-1S,38.5496183206,21.9,23.0715,306.5,2.0
984,2017-5-5,B4-1S,35.7692307692,22.8,23.0715,307.5,2.0
1000,2017-5-6,B4-1S,38.4615384615,21.9,23.385,308.5,2.0
1016,2017-5-7,B4-1S,36.5384615385,22.3,23.0715,309.5,2.0
1032,2017-5-8,B4-1S,36.0544217687,21.8,22.0265,305.0,2.0
1048,2017-5-9,B4-1S,38.3116883117,22.2,21.295,306.0,2.0
1064,2017-5-10,B4-1S,33.9869281046,23.0,22.0265,307.0,2.0
1080,2017-5-11,B4-1S,38.255033557,22.7,23.6912,308.0,2.0
1096,2017-5-12,B4-1S,34.0136054422,22.3,25.2928,281.5,1.5
1112,2017-5-13,B4-1S,28.4768211921,22.1,25.636,282.5,1.5
1128,2017-5-14,B4-1S,29.8013245033,23.9,24.492,284.5,1.0
1144,2017-5-15,B4-1S,32.8859060403,20.6,24.8352,285.5,1.0
1160,2017-5-16,B4-1S,33.7748344371,22.1,25.2928,286.5,1.0
1176,2017-5-17,B4-1S,33.7748344371,22.7,24.356,287.5,1.0
1192,2017-5-18,B4-1S,35.0993377483,22.4,24.7289,288.5,1.0
1208,2017-5-19,B4-1S,35.0993377483,22.5,24.356,289.5,1.0
1224,2017-5-20,B4-1S,35.0993377483,22.3,24.356,290.5,1.0
1240,2017-5-21,B4-1S,35.0993377483,23.1,24.9614,291.5,1.0
1256,2017-5-22,B4-1S,35.0993377483,20.4,26.3034,293.0,1.0
1272,2017-5-23,B4-1S,33.3333333333,21.8,25.7666,296.5,2.0
1288,2017-5-24,B4-1S,34.3558282209,21.3,26.706,297.5,2.0
1304,2017-5-25,B4-1S,33.3333333333,22.1,25.7666,298.5,2.0
1320,2017-5-26,B4-1S,33.5403726708,20.8,28.2453,299.5,2.0
1336,2017-5-27,B4-1S,31.6770186335,22.5,27.813,300.5,2.0
1352,2017-5-28,B4-1S,31.6770186335,21.8,26.8043,301.5,2.0
1368,2017-5-29,B4-1S,32.2368421053,20.9,25.9397,298.0,2.0
1384,2017-5-30,B4-1S,32.1678321678,22.7,25.9397,299.0,2.0
1400,2017-5-31,B4-1S,34.0425531915,23.6,27.842,301.5,2.0
1416,2017-6-1,B4-1S,32.2147651007,21.7,26.918,292.0,1.0
1432,2017-6-2,B4-1S,31.5789473684,23.6,27.38,293.0,1.0
1448,2017-6-3,B4-1S,34.9315068493,21.9,26.918,294.0,1.0
1464,2017-6-4,B4-1S,34.693877551,22.8,28.92,295.0,1.0
1480,2017-6-5,B4-1S,36.4238410596,27.0,27.8963,296.0,1.0
1496,2017-6-6,B4-1S,38.1578947368,22.5,28.388,297.0,1.0
1512,2017-6-7,B4-1S,36.8421052632,23.1,30.027,298.0,1.0
1528,2017-6-8,B4-1S,37.5,22.7,27.8963,299.0,1.0
1544,2017-6-9,B4-1S,36.1842105263,22.0,29.5353,300.0,1.0
1560,2017-6-10,B4-1S,35.5263157895,22.1,29.5353,301.0,1.0
1576,2017-6-11,B4-1S,35.7894736842,21.8,30.027,300.5,1.0
1592,2017-6-12,B4-1S,35.5263157895,20.7,29.9174,301.0,1.0
1608,2017-6-13,B4-1S,37.5,22.2,31.6554,302.5,1.0
1624,2017-6-14,B4-1S,36.9281045752,22.4,29.396,304.0,1.0
1640,2017-6-15,B4-1S,33.7837837838,23.3,30.6126,286.0,1.0
1656,2017-6-16,B4-1S,33.7931034483,22.5,31.134,284.0,1.0
1672,2017-6-17,B4-1S,35.5263157895,20.4,28.8746,285.0,1.0
1688,2017-6-18,B4-1S,34.1549295775,21.3,31.134,287.0,1.0
1704,2017-6-19,B4-1S,,,29.396,288.0,1.0
1720,2017-6-20,B4-1S,,,28.8746,289.0,1.0
1736,2017-6-21,B4-1S,,,31.6554,290.0,1.0
1752,2017-6-22,B4-1S,,,34.0886,285.5,1.0
1768,2017-6-23,B4-1S,,,32.872,286.0,1.0
1784,2017-6-24,B4-1S,,,31.134,287.0,1.0
1800,2017-6-25,B4-1S,,,30.6126,288.0,1.0
1816,2017-6-26,B4-1S,,,30.6126,285.0,1.0
1832,2017-6-27,B4-1S,,,30.6126,288.0,1.0
1848,2017-6-28,B4-1S,,,29.9174,277.5,2.0
1864,2017-6-29,B4-1S,,,32.3506,298.0,1.0
1880,2017-6-30,B4-1S,,,32.3506,299.0,1.0
1896,2017-7-1,B4-1S,,,29.9174,300.0,1.0
1912,2017-7-2,B4-1S,,,31.134,310.0,1.0
1928,2017-7-3,B4-1S,,,34.0886,311.0,1.0
1944,2017-7-4,B4-1S,,,30.6126,312.0,1.0
1960,2017-7-5,B4-1S,,,33.3934,313.0,1.0
1976,2017-7-6,B4-1S,,,33.3934,314.0,1.0
1992,2017-7-7,B4-1S,,,32.3506,315.0,1.0
2008,2017-7-8,B4-1S,,,31.134,316.0,1.0
2024,2017-7-9,B4-1S,,,34.0886,317.0,1.0
2040,2017-7-10,B4-1S,,,31.6554,309.0,1.0
2056,2017-7-11,B4-1S,,,36.348,310.0,1.0
2072,2017-7-12,B4-1S,,,34.0886,311.0,1.0
2088,2017-7-13,B4-1S,,,32.872,312.0,1.0
2104,2017-7-14,B4-1S,,,34.0886,312.0,1.0
2120,2017-7-15,B4-1S,,,32.872,313.0,1.0
2136,2017-7-16,B4-1S,,,34.0886,315.0,1.0
2152,2017-7-17,B4-1S,,,34.61,316.0,1.0
2168,2017-7-18,B4-1S,,,32.872,319.0,1.0
2184,2017-7-19,B4-1S,,,32.872,320.0,1.0
2200,2017-7-20,B4-1S,,,34.9576,321.0,1.0
2216,2017-7-21,B4-1S,,,34.9576,322.0,1.0
2232,2017-7-22,B4-1S,,,32.872,321.0,1.0
2248,2017-7-23,B4-1S,,,35.284,322.0,1.0
2264,2017-7-24,B4-1S,,,37.696,311.5,1.0
2280,2017-7-25,B4-1S,,,38.902,312.5,1.0
2,2017-3-5,B1-3S,37.2262773723,33.9,9.236,78.0,1.0
18,2017-3-6,B1-3S,36.496350365,33.8,9.478,78.0,1.0
34,2017-3-7,B1-3S,36.7647058824,34.5,9.4054,79.0,1.0
50,2017-3-8,B1-3S,36.496350365,33.8,9.4054,80.0,1.0
66,2017-3-9,B1-3S,36.7647058824,33.9,10.244,81.5,1.0
82,2017-3-10,B1-3S,36.7647058824,34.1,10.2011,82.5,1.0
98,2017-3-11,B1-3S,36.7647058824,34.1,10.387,83.5,1.0
114,2017-3-12,B1-3S,37.037037037,27.8,10.4299,84.5,1.0
130,2017-3-13,B1-3S,36.7647058824,32.9,10.387,86.0,1.0
146,2017-3-14,B1-3S,36.7647058824,33.2,10.101,87.0,1.0
162,2017-3-15,B1-3S,36.7647058824,32.8,11.1948,88.0,1.0
178,2017-3-16,B1-3S,37.5,33.5,11.252,89.0,1.0
194,2017-3-17,B1-3S,38.2352941176,33.6,11.2652,90.0,1.0
210,2017-3-18,B1-3S,36.496350365,33.3,11.296,91.0,1.0
226,2017-3-19,B1-3S,37.2262773723,33.0,11.2388,92.0,1.0
242,2017-3-20,B1-3S,36.7883211679,33.2,12.2435,93.0,1.0
258,2017-3-21,B1-3S,36.9343065693,32.7,12.2765,94.0,1.0
274,2017-3-22,B1-3S,37.6642335766,32.8,12.315,95.0,1.0
290,2017-3-23,B1-3S,38.2978723404,33.1,12.2765,96.5,1.0
306,2017-3-24,B1-3S,37.323943662,33.5,13.3758,97.5,1.0
322,2017-3-25,B1-3S,37.0422535211,33.5,13.3142,98.5,1.0
338,2017-3-26,B1-3S,37.323943662,33.3,13.0678,99.5,1.0
354,2017-3-27,B1-3S,39.4366197183,33.9,13.1602,100.5,1.0
370,2017-3-28,B1-3S,39.4366197183,34.3,14.023,101.5,1.0
386,2017-3-29,B1-3S,36.6197183099,33.8,14.276,102.5,1.0
402,2017-3-30,B1-3S,39.0070921986,33.7,13.9471,103.5,1.0
418,2017-3-31,B1-3S,39.2857142857,34.0,13.9471,104.5,1.0
434,2017-4-1,B1-3S,39.2857142857,33.5,14.932,105.5,1.0
450,2017-4-2,B1-3S,39.2857142857,34.0,15.636,108.0,1.0
466,2017-4-3,B1-3S,39.8601398601,34.0,15.1784,109.0,1.0
482,2017-4-4,B1-3S,38.8888888889,33.7,16.1567,110.0,1.0
498,2017-4-5,B1-3S,42.3611111111,33.4,15.7057,111.0,1.0
514,2017-4-6,B1-3S,40.0,33.3,16.1567,112.0,1.0
530,2017-4-7,B1-3S,39.3103448276,33.3,15.841,113.0,1.0
546,2017-4-8,B1-3S,39.3103448276,33.5,16.75,114.0,1.0
562,2017-4-9,B1-3S,39.3103448276,32.9,17.3,115.0,1.0
578,2017-4-10,B1-3S,37.9310344828,33.4,17.685,116.0,1.0
594,2017-4-11,B1-3S,39.5862068966,31.5,16.915,117.0,1.0
610,2017-4-12,B1-3S,40.0,33.8,18.308,118.0,1.0
626,2017-4-13,B1-3S,39.3103448276,33.7,18.5027,119.0,1.0
642,2017-4-14,B1-3S,38.9655172414,34.3,17.659,120.0,1.0
658,2017-4-15,B1-3S,38.9655172414,34.7,18.1133,121.0,1.0
674,2017-4-16,B1-3S,39.3103448276,34.5,18.3436,122.0,1.0
690,2017-4-17,B1-3S,39.3103448276,34.1,18.7924,123.0,1.0
706,2017-4-18,B1-3S,38.6206896552,34.5,19.316,124.0,1.0
722,2017-4-19,B1-3S,39.3103448276,34.5,19.0916,125.0,1.0
738,2017-4-20,B1-3S,39.0410958904,34.4,19.316,126.0,1.0
754,2017-4-21,B1-3S,38.3561643836,33.6,21.171,127.0,1.0
770,2017-4-22,B1-3S,39.0410958904,33.9,20.9169,128.0,1.0
786,2017-4-23,B1-3S,38.3561643836,34.2,19.2229,129.0,1.0
802,2017-4-24,B1-3S,38.3561643836,34.2,19.7311,130.0,1.0
818,2017-4-25,B1-3S,36.9863013699,33.1,19.2229,131.0,1.0
834,2017-4-26,B1-3S,35.6164383562,35.3,19.7311,132.0,1.0
850,2017-4-27,B1-3S,36.9863013699,23.8,20.386,133.0,1.0
866,2017-4-28,B1-3S,38.3561643836,33.9,20.6698,134.0,1.0
882,2017-4-29,B1-3S,37.6712328767,33.2,21.6158,135.0,1.0
898,2017-4-30,B1-3S,37.6712328767,33.0,21.6158,136.0,1.0
914,2017-5-1,B1-3S,37.6712328767,32.6,21.0482,137.0,1.0
930,2017-5-2,B1-3S,39.4520547945,34.2,21.332,138.0,1.0
946,2017-5-3,B1-3S,41.3793103448,32.2,21.332,139.0,1.0
962,2017-5-4,B1-3S,42.0689655172,32.9,23.0715,140.0,1.0
978,2017-5-5,B1-3S,41.724137931,33.4,23.0715,141.0,1.0
994,2017-5-6,B1-3S,41.3793103448,32.7,23.385,142.0,1.0
1010,2017-5-7,B1-3S,41.2587412587,33.1,23.0715,143.0,1.0
1026,2017-5-8,B1-3S,40.1408450704,32.6,22.0265,144.0,1.0
1042,2017-5-9,B1-3S,40.1408450704,32.3,21.295,145.0,1.0
1058,2017-5-10,B1-3S,40.4255319149,32.1,22.0265,146.0,1.0
1074,2017-5-11,B1-3S,39.7163120567,32.5,23.6912,147.0,1.0
1090,2017-5-12,B1-3S,41.134751773,32.3,25.2928,148.0,1.0
1106,2017-5-13,B1-3S,40.4255319149,31.8,25.636,149.0,1.0
1122,2017-5-14,B1-3S,41.134751773,34.3,24.492,150.0,1.0
1138,2017-5-15,B1-3S,39.7163120567,30.1,24.8352,151.0,1.0
1154,2017-5-16,B1-3S,40.4255319149,32.1,25.2928,152.0,1.0
1170,2017-5-17,B1-3S,40.4255319149,32.0,24.356,153.0,1.0
1186,2017-5-18,B1-3S,39.7163120567,32.1,24.7289,154.0,1.0
1202,2017-5-19,B1-3S,39.0070921986,30.7,24.356,155.0,1.0
1218,2017-5-20,B1-3S,39.2857142857,31.8,24.356,156.0,1.0
1234,2017-5-21,B1-3S,39.5683453237,31.8,24.9614,156.5,1.0
1250,2017-5-22,B1-3S,39.4160583942,29.1,26.3034,157.5,1.0
1266,2017-5-23,B1-3S,39.8550724638,30.2,25.7666,159.0,1.0
1282,2017-5-24,B1-3S,41.3043478261,27.5,26.706,160.0,1.0
1298,2017-5-25,B1-3S,40.2898550725,31.8,25.7666,161.0,1.0
1314,2017-5-26,B1-3S,38.6861313869,26.1,28.2453,162.0,1.0
1330,2017-5-27,B1-3S,39.4160583942,31.0,27.813,163.0,1.0
1346,2017-5-28,B1-3S,39.7058823529,31.5,26.8043,164.0,1.0
1362,2017-5-29,B1-3S,39.7058823529,22.4,25.9397,165.0,1.0
1378,2017-5-30,B1-3S,38.9705882353,32.0,25.9397,164.0,1.0
1394,2017-5-31,B1-3S,39.2857142857,31.6,27.842,165.0,1.0
1410,2017-6-1,B1-3S,39.4366197183,32.1,26.918,166.0,1.0
1426,2017-6-2,B1-3S,36.9127516779,31.5,27.38,169.0,1.0
1442,2017-6-3,B1-3S,40.1315789474,31.1,26.918,170.0,1.0
1458,2017-6-4,B1-3S,38.1578947368,31.4,28.92,171.0,1.0
1474,2017-6-5,B1-3S,39.0728476821,31.5,27.8963,172.0,1.0
1490,2017-6-6,B1-3S,38.8157894737,32.2,28.388,173.0,1.0
1506,2017-6-7,B1-3S,38.8157894737,32.3,30.027,174.0,1.0
1522,2017-6-8,B1-3S,38.8157894737,32.2,27.8963,175.0,1.0
1538,2017-6-9,B1-3S,38.5620915033,31.8,29.5353,176.0,1.0
1554,2017-6-10,B1-3S,38.8235294118,31.7,29.5353,177.0,1.0
1570,2017-6-11,B1-3S,38.5620915033,31.3,30.027,178.0,1.0
1586,2017-6-12,B1-3S,37.908496732,31.5,29.9174,179.0,1.0
1602,2017-6-13,B1-3S,37.5816993464,31.2,31.6554,181.0,1.0
1618,2017-6-14,B1-3S,39.0728476821,31.2,29.396,184.0,1.0
1634,2017-6-15,B1-3S,39.2156862745,31.6,30.6126,185.0,1.0
1650,2017-6-16,B1-3S,38.7012987013,31.8,31.134,186.0,1.0
1666,2017-6-17,B1-3S,38.7012987013,31.0,28.8746,187.0,1.0
1682,2017-6-18,B1-3S,38.954248366,31.8,31.134,187.0,1.0
1698,2017-6-19,B1-3S,39.2156862745,28.3,29.396,188.0,1.0
1714,2017-6-20,B1-3S,40.9090909091,30.2,28.8746,189.0,1.0
1730,2017-6-21,B1-3S,40.2597402597,31.1,31.6554,190.0,1.0
1746,2017-6-22,B1-3S,40.9090909091,31.6,34.0886,191.0,1.0
1762,2017-6-23,B1-3S,41.5584415584,29.8,32.872,192.0,1.0
1778,2017-6-24,B1-3S,41.5584415584,30.4,31.134,193.0,1.0
1794,2017-6-25,B1-3S,41.2337662338,30.7,30.6126,194.0,1.0
1810,2017-6-26,B1-3S,42.8571428571,30.8,30.6126,195.0,1.0
1826,2017-6-27,B1-3S,41.1764705882,30.7,30.6126,196.0,1.0
1842,2017-6-28,B1-3S,42.5,31.0,29.9174,197.0,1.0
1858,2017-6-29,B1-3S,41.0526315789,30.5,32.3506,198.0,1.0
1874,2017-6-30,B1-3S,43.0463576159,30.6,32.3506,199.0,1.0
1890,2017-7-1,B1-3S,43.7086092715,30.5,29.9174,200.0,1.0
1906,2017-7-2,B1-3S,42.3841059603,30.7,31.134,201.0,1.0
1922,2017-7-3,B1-3S,42.3841059603,30.7,34.0886,202.0,1.0
1938,2017-7-4,B1-3S,42.3841059603,30.4,30.6126,203.0,1.0
1954,2017-7-5,B1-3S,40.3973509934,30.1,33.3934,203.0,1.0
1970,2017-7-6,B1-3S,40.9395973154,29.0,33.3934,204.0,1.0
1986,2017-7-7,B1-3S,39.1891891892,29.0,32.3506,205.0,1.0
2002,2017-7-8,B1-3S,39.1891891892,28.7,31.134,206.0,1.0
2018,2017-7-9,B1-3S,38.7755102041,11.3,34.0886,206.0,1.0
2034,2017-7-10,B1-3S,39.4557823129,0.0,31.6554,207.0,1.0
2050,2017-7-11,B1-3S,39.4557823129,16.5,36.348,208.0,1.0
2066,2017-7-12,B1-3S,39.3288590604,28.0,34.0886,209.0,1.0
2082,2017-7-13,B1-3S,40.0,27.4,32.872,210.0,1.0
2098,2017-7-14,B1-3S,39.5973154362,7.8,34.0886,211.0,1.0
2114,2017-7-15,B1-3S,39.1946308725,26.5,32.872,212.0,1.0
2130,2017-7-16,B1-3S,38.9189189189,27.4,34.0886,213.0,1.0
2146,2017-7-17,B1-3S,38.5135135135,27.7,34.61,214.0,1.0
2162,2017-7-18,B1-3S,38.7837837838,27.5,32.872,215.0,1.0
2178,2017-7-19,B1-3S,38.3673469388,27.6,32.872,216.0,1.0
2194,2017-7-20,B1-3S,39.0410958904,26.6,34.9576,217.0,1.0
2210,2017-7-21,B1-3S,37.2413793103,26.6,34.9576,218.0,1.0
2226,2017-7-22,B1-3S,36.8055555556,24.5,32.872,219.0,1.0
2242,2017-7-23,B1-3S,36.5517241379,23.8,35.284,220.0,1.0
2258,2017-7-24,B1-3S,34.7222222222,23.8,37.696,219.0,1.0
2274,2017-7-25,B1-3S,34.965034965,16.7,38.902,219.5,1.0
