,date,cowshed,avg_actual,avg_milk,THI,calving_days,calving_indices
1463,2017-6-4,B1-7N,30.7692307692,32.0,28.92,59.0,1.0
1479,2017-6-5,B1-7N,33.9743589744,31.9,27.8963,60.0,1.0
1495,2017-6-6,B1-7N,32.6923076923,32.3,28.388,61.0,1.0
1511,2017-6-7,B1-7N,33.3333333333,32.7,30.027,62.0,1.0
1527,2017-6-8,B1-7N,34.1935483871,33.1,27.8963,63.0,1.0
1543,2017-6-9,B1-7N,34.4155844156,33.2,29.5353,64.0,1.0
1559,2017-6-10,B1-7N,34.025974026,32.9,29.5353,65.0,1.0
1575,2017-6-11,B1-7N,34.1558441558,32.8,30.027,66.0,1.0
1591,2017-6-12,B1-7N,33.3333333333,32.2,29.9174,67.0,1.0
1607,2017-6-13,B1-7N,36.013986014,33.2,31.6554,68.0,1.0
1623,2017-6-14,B1-7N,34.7297297297,33.5,29.396,69.0,1.0
1639,2017-6-15,B1-7N,35.1677852349,34.3,30.6126,70.0,1.0
1655,2017-6-16,B1-7N,36.7567567568,34.0,31.134,71.0,1.0
1671,2017-6-17,B1-7N,35.8108108108,34.3,28.8746,72.0,1.0
1687,2017-6-18,B1-7N,36.7567567568,34.3,31.134,73.0,1.0
1703,2017-6-19,B1-7N,35.5405405405,34.7,29.396,74.0,1.0
1719,2017-6-20,B1-7N,37.8378378378,34.7,28.8746,75.0,1.0
1735,2017-6-21,B1-7N,35.8108108108,33.5,31.6554,76.0,1.0
1751,2017-6-22,B1-7N,35.3741496599,33.6,34.0886,77.0,1.0
1767,2017-6-23,B1-7N,35.3741496599,33.5,32.872,78.0,1.0
1783,2017-6-24,B1-7N,36.0544217687,32.8,31.134,79.0,1.0
1799,2017-6-25,B1-7N,36.9127516779,32.9,30.6126,80.0,1.0
1815,2017-6-26,B1-7N,36.6666666667,33.5,30.6126,81.0,1.0
1831,2017-6-27,B1-7N,38.255033557,33.8,30.6126,82.0,1.0
1847,2017-6-28,B1-7N,38.5135135135,33.7,29.9174,83.0,1.0
1863,2017-6-29,B1-7N,38.5135135135,32.9,32.3506,84.0,1.0
1879,2017-6-30,B1-7N,39.4557823129,33.8,32.3506,85.0,1.0
1895,2017-7-1,B1-7N,38.3561643836,33.2,29.9174,86.0,1.0
1911,2017-7-2,B1-7N,39.0410958904,31.7,31.134,87.0,1.0
1927,2017-7-3,B1-7N,36.9863013699,25.7,34.0886,88.0,1.0
1943,2017-7-4,B1-7N,36.301369863,31.7,30.6126,89.0,1.0
1959,2017-7-5,B1-7N,36.9863013699,32.8,33.3934,90.0,1.0
1975,2017-7-6,B1-7N,36.9863013699,31.7,33.3934,91.0,1.0
1991,2017-7-7,B1-7N,38.3561643836,31.1,32.3506,92.0,1.0
2007,2017-7-8,B1-7N,37.6712328767,30.9,31.134,93.0,1.0
2023,2017-7-9,B1-7N,36.9863013699,11.2,34.0886,94.0,1.0
2039,2017-7-10,B1-7N,37.6712328767,0.0,31.6554,95.0,1.0
2055,2017-7-11,B1-7N,38.3561643836,19.9,36.348,96.0,1.0
2071,2017-7-12,B1-7N,36.5753424658,31.0,34.0886,97.0,1.0
2087,2017-7-13,B1-7N,38.0821917808,30.6,32.872,98.0,1.0
2103,2017-7-14,B1-7N,37.2413793103,9.7,34.0886,99.0,1.0
2119,2017-7-15,B1-7N,38.2068965517,30.0,32.872,100.0,1.0
2135,2017-7-16,B1-7N,38.4722222222,30.0,34.0886,101.0,1.0
2151,2017-7-17,B1-7N,38.1944444444,30.6,34.61,102.0,1.0
2167,2017-7-18,B1-7N,38.1944444444,30.5,32.872,103.0,1.0
2183,2017-7-19,B1-7N,36.8055555556,30.5,32.872,104.0,1.0
2199,2017-7-20,B1-7N,37.5,30.0,34.9576,105.0,1.0
2215,2017-7-21,B1-7N,36.8055555556,29.5,34.9576,106.0,1.0
2231,2017-7-22,B1-7N,35.4166666667,28.5,32.872,107.0,1.0
2247,2017-7-23,B1-7N,34.7222222222,26.4,35.284,108.0,1.0
2263,2017-7-24,B1-7N,36.8055555556,26.9,37.696,109.0,1.0
2279,2017-7-25,B1-7N,34.0277777778,27.5,38.902,110.0,1.0
13,2017-3-5,B4-5N,36.5413533835,39.8,9.236,33.0,3.0
29,2017-3-6,B4-5N,37.3134328358,40.0,9.478,34.0,3.0
45,2017-3-7,B4-5N,40.2985074627,41.4,9.4054,35.0,3.0
61,2017-3-8,B4-5N,40.0,41.1,9.4054,37.0,3.0
77,2017-3-9,B4-5N,40.4411764706,41.5,10.244,38.0,3.0
93,2017-3-10,B4-5N,41.1764705882,41.7,10.2011,39.0,3.0
109,2017-3-11,B4-5N,39.7058823529,41.6,10.387,40.0,3.0
125,2017-3-12,B4-5N,39.2592592593,40.4,10.4299,41.0,3.0
141,2017-3-13,B4-5N,40.7407407407,42.1,10.387,42.0,3.0
157,2017-3-14,B4-5N,38.6861313869,41.8,10.101,43.0,3.0
173,2017-3-15,B4-5N,37.037037037,41.6,11.1948,44.5,3.0
189,2017-3-16,B4-5N,38.3458646617,40.8,11.252,45.5,3.0
205,2017-3-17,B4-5N,39.0977443609,41.7,11.2652,46.5,3.0
221,2017-3-18,B4-5N,41.3533834586,41.6,11.296,47.5,3.0
237,2017-3-19,B4-5N,42.8571428571,40.8,11.2388,48.5,3.0
253,2017-3-20,B4-5N,42.8571428571,41.4,12.2435,49.5,3.0
269,2017-3-21,B4-5N,40.5263157895,41.3,12.2765,51.0,3.0
285,2017-3-22,B4-5N,42.1052631579,41.8,12.315,51.5,3.0
301,2017-3-23,B4-5N,39.6428571429,40.8,12.2765,55.0,3.0
317,2017-3-24,B4-5N,39.5104895105,41.6,13.3758,56.0,3.0
333,2017-3-25,B4-5N,39.1608391608,42.8,13.3142,57.0,3.0
349,2017-3-26,B4-5N,39.7887323944,41.7,13.0678,58.0,3.0
365,2017-3-27,B4-5N,42.1428571429,42.1,13.1602,59.0,3.0
381,2017-3-28,B4-5N,42.4460431655,42.2,14.023,60.0,3.0
397,2017-3-29,B4-5N,45.3237410072,40.1,14.276,61.0,3.0
413,2017-3-30,B4-5N,43.8848920863,41.6,13.9471,62.0,3.0
429,2017-3-31,B4-5N,44.5255474453,42.1,13.9471,63.0,3.0
445,2017-4-1,B4-5N,44.8529411765,42.3,14.932,64.0,3.0
461,2017-4-2,B4-5N,44.776119403,41.2,15.636,64.5,3.0
477,2017-4-3,B4-5N,45.8646616541,38.6,15.1784,65.5,3.0
493,2017-4-4,B4-5N,45.8646616541,41.1,16.1567,67.0,3.0
509,2017-4-5,B4-5N,48.1203007519,40.3,15.7057,68.0,3.0
525,2017-4-6,B4-5N,48.1481481481,39.4,16.1567,71.0,3.0
541,2017-4-7,B4-5N,40.2777777778,40.3,15.841,72.0,3.0
557,2017-4-8,B4-5N,43.2432432432,39.9,16.75,73.0,3.0
573,2017-4-9,B4-5N,45.2702702703,40.5,17.3,74.0,3.0
589,2017-4-10,B4-5N,43.9189189189,39.7,17.685,75.0,3.0
605,2017-4-11,B4-5N,41.5540540541,40.3,16.915,76.0,3.0
621,2017-4-12,B4-5N,40.5405405405,41.6,18.308,77.0,3.0
637,2017-4-13,B4-5N,48.2638888889,40.3,18.5027,78.0,3.0
653,2017-4-14,B4-5N,46.9014084507,41.6,17.659,79.0,3.0
669,2017-4-15,B4-5N,44.7183098592,40.6,18.1133,80.0,3.0
685,2017-4-16,B4-5N,43.661971831,41.0,18.3436,81.0,3.0
701,2017-4-17,B4-5N,44.3661971831,40.6,18.7924,82.0,3.0
717,2017-4-18,B4-5N,45.7746478873,41.3,19.316,83.0,3.0
733,2017-4-19,B4-5N,46.4285714286,40.5,19.0916,84.0,3.0
749,2017-4-20,B4-5N,46.0431654676,40.0,19.316,86.0,3.0
765,2017-4-21,B4-5N,45.390070922,40.5,21.171,87.0,3.0
781,2017-4-22,B4-5N,43.9716312057,41.5,20.9169,88.0,3.0
797,2017-4-23,B4-5N,42.5531914894,40.4,19.2229,88.5,3.0
813,2017-4-24,B4-5N,44.2857142857,41.4,19.7311,89.0,3.0
829,2017-4-25,B4-5N,42.4460431655,40.3,19.2229,90.0,3.0
845,2017-4-26,B4-5N,41.726618705,39.6,19.7311,91.0,3.0
861,2017-4-27,B4-5N,39.8550724638,38.7,20.386,92.0,3.0
877,2017-4-28,B4-5N,41.6058394161,39.4,20.6698,93.0,3.0
893,2017-4-29,B4-5N,41.9117647059,39.0,21.6158,94.0,3.0
909,2017-4-30,B4-5N,40.4411764706,38.8,21.6158,95.0,3.0
925,2017-5-1,B4-5N,41.9117647059,38.5,21.0482,96.0,3.0
941,2017-5-2,B4-5N,43.4074074074,37.9,21.332,97.0,3.0
957,2017-5-3,B4-5N,44.0298507463,39.4,21.332,98.0,3.0
973,2017-5-4,B4-5N,45.8646616541,39.1,23.0715,99.0,3.0
989,2017-5-5,B4-5N,43.75,38.4,23.0715,102.0,3.0
1005,2017-5-6,B4-5N,44.8175182482,37.8,23.385,104.0,3.0
1021,2017-5-7,B4-5N,44.5652173913,38.5,23.0715,105.0,3.0
1037,2017-5-8,B4-5N,42.8571428571,37.9,22.0265,106.0,3.0
1053,2017-5-9,B4-5N,45.0,37.1,21.295,108.0,3.0
1069,2017-5-10,B4-5N,45.0,37.9,22.0265,109.0,3.0
1085,2017-5-11,B4-5N,43.661971831,36.8,23.6912,110.0,3.0
1101,2017-5-12,B4-5N,43.75,37.1,25.2928,111.0,3.0
1117,2017-5-13,B4-5N,45.1388888889,35.7,25.636,112.0,3.0
1133,2017-5-14,B4-5N,45.1388888889,37.7,24.492,113.0,3.0
1149,2017-5-15,B4-5N,45.1388888889,35.6,24.8352,113.5,3.0
1165,2017-5-16,B4-5N,45.1388888889,36.5,25.2928,114.0,3.0
1181,2017-5-17,B4-5N,45.8333333333,37.3,24.356,115.0,3.0
1197,2017-5-18,B4-5N,45.6953642384,38.1,24.7289,116.0,3.0
1213,2017-5-19,B4-5N,43.2258064516,38.2,24.356,117.0,3.0
1229,2017-5-20,B4-5N,43.4210526316,37.5,24.356,118.5,3.0
1245,2017-5-21,B4-5N,44.966442953,35.9,24.9614,120.0,3.0
1261,2017-5-22,B4-5N,45.6375838926,37.0,26.3034,121.0,3.0
1277,2017-5-23,B4-5N,46.9798657718,34.7,25.7666,123.0,3.0
1293,2017-5-24,B4-5N,43.8709677419,36.7,26.706,124.0,3.0
1309,2017-5-25,B4-5N,43.6708860759,36.5,25.7666,125.0,3.0
1325,2017-5-26,B4-5N,43.6708860759,44.3,28.2453,126.0,3.0
1341,2017-5-27,B4-5N,44.3037974684,37.0,27.813,127.0,3.0
1357,2017-5-28,B4-5N,44.3037974684,38.0,26.8043,128.0,3.0
1373,2017-5-29,B4-5N,44.9367088608,35.6,25.9397,129.0,3.0
1389,2017-5-30,B4-5N,44.9367088608,36.9,25.9397,130.0,3.0
1405,2017-5-31,B4-5N,45.5696202532,35.7,27.842,131.0,3.0
1421,2017-6-1,B4-5N,44.5859872611,37.0,26.918,132.0,3.0
1437,2017-6-2,B4-5N,44.5859872611,36.0,27.38,133.0,3.0
1453,2017-6-3,B4-5N,45.2229299363,36.0,26.918,134.0,3.0
1469,2017-6-4,B4-5N,43.3121019108,41.1,28.92,135.0,3.0
1485,2017-6-5,B4-5N,45.5128205128,37.3,27.8963,136.0,3.0
1501,2017-6-6,B4-5N,45.5128205128,35.7,28.388,136.5,3.0
1517,2017-6-7,B4-5N,44.8717948718,38.8,30.027,137.5,3.0
1533,2017-6-8,B4-5N,44.5161290323,36.9,27.8963,138.0,3.0
1549,2017-6-9,B4-5N,45.4545454545,38.0,29.5353,139.0,3.0
1565,2017-6-10,B4-5N,43.5064935065,36.4,29.5353,140.5,3.0
1581,2017-6-11,B4-5N,43.2467532468,36.4,30.027,141.5,3.0
1597,2017-6-12,B4-5N,43.7908496732,35.0,29.9174,143.0,3.0
1613,2017-6-13,B4-5N,43.4210526316,36.8,31.6554,144.0,3.0
1629,2017-6-14,B4-5N,43.8157894737,36.5,29.396,145.0,3.0
1645,2017-6-15,B4-5N,42.1052631579,35.4,30.6126,146.0,3.0
1661,2017-6-16,B4-5N,43.0263157895,37.0,31.134,147.0,3.0
1677,2017-6-17,B4-5N,42.3841059603,38.0,28.8746,146.5,3.0
1693,2017-6-18,B4-5N,41.5189873418,37.7,31.134,148.0,3.0
1709,2017-6-19,B4-5N,41.4379084967,38.6,29.396,145.5,3.0
1725,2017-6-20,B4-5N,44.2953020134,38.9,28.8746,146.0,3.0
1741,2017-6-21,B4-5N,43.2432432432,37.9,31.6554,147.0,3.0
1757,2017-6-22,B4-5N,44.8979591837,37.6,34.0886,148.5,3.0
1773,2017-6-23,B4-5N,44.5205479452,36.7,32.872,149.5,3.0
1789,2017-6-24,B4-5N,44.8275862069,34.3,31.134,150.5,3.0
1805,2017-6-25,B4-5N,47.9310344828,36.4,30.6126,151.5,3.0
1821,2017-6-26,B4-5N,46.2068965517,36.5,30.6126,153.0,3.0
1837,2017-6-27,B4-5N,45.5172413793,36.2,30.6126,154.0,3.0
1853,2017-6-28,B4-5N,47.2222222222,35.3,29.9174,155.0,3.0
1869,2017-6-29,B4-5N,47.2222222222,35.3,32.3506,156.0,3.0
1885,2017-6-30,B4-5N,46.5277777778,35.5,32.3506,157.0,3.0
1901,2017-7-1,B4-5N,45.8333333333,34.3,29.9174,158.0,3.0
1917,2017-7-2,B4-5N,46.5277777778,33.4,31.134,158.5,3.0
1933,2017-7-3,B4-5N,45.1388888889,26.6,34.0886,159.5,3.0
1949,2017-7-4,B4-5N,44.0559440559,32.4,30.6126,160.5,3.0
1965,2017-7-5,B4-5N,44.0559440559,33.6,33.3934,161.5,3.0
1981,2017-7-6,B4-5N,43.3566433566,32.1,33.3934,162.5,3.0
1997,2017-7-7,B4-5N,43.3566433566,31.4,32.3506,163.0,3.0
2013,2017-7-8,B4-5N,42.6573426573,30.1,31.134,164.0,3.0
2029,2017-7-9,B4-5N,41.5492957746,12.1,34.0886,165.5,3.0
2045,2017-7-10,B4-5N,42.2535211268,4.8,31.6554,166.5,3.0
2061,2017-7-11,B4-5N,41.5492957746,24.2,36.348,169.0,3.0
2077,2017-7-12,B4-5N,43.2394366197,30.7,34.0886,170.0,3.0
2093,2017-7-13,B4-5N,43.5251798561,31.1,32.872,171.0,3.0
2109,2017-7-14,B4-5N,42.700729927,17.7,34.0886,172.0,3.0
2125,2017-7-15,B4-5N,43.795620438,30.0,32.872,173.0,3.0
2141,2017-7-16,B4-5N,44.0875912409,30.3,34.0886,174.0,3.0
2157,2017-7-17,B4-5N,43.795620438,31.3,34.61,175.0,3.0
2173,2017-7-18,B4-5N,42.8057553957,31.1,32.872,177.5,3.0
2189,2017-7-19,B4-5N,43.6090225564,31.4,32.872,178.5,3.0
2205,2017-7-20,B4-5N,43.0769230769,30.2,34.9576,180.0,3.0
2221,2017-7-21,B4-5N,41.5384615385,31.4,34.9576,181.0,3.0
2237,2017-7-22,B4-5N,37.2093023256,28.5,32.872,181.0,3.0
2253,2017-7-23,B4-5N,37.4045801527,27.3,35.284,182.0,3.0
2269,2017-7-24,B4-5N,38.4615384615,27.3,37.696,183.0,3.0
2285,2017-7-25,B4-5N,35.6589147287,26.9,38.902,184.0,3.0
3,2017-3-5,B1-3N,43.4710743802,38.6,9.236,77.0,3.0
19,2017-3-6,B1-3N,43.6666666667,38.2,9.478,78.0,3.0
35,2017-3-7,B1-3N,43.6974789916,38.8,9.4054,79.0,3.0
51,2017-3-8,B1-3N,43.3333333333,38.6,9.4054,80.0,3.0
67,2017-3-9,B1-3N,43.3333333333,38.8,10.244,81.0,3.0
83,2017-3-10,B1-3N,43.3333333333,38.4,10.2011,82.5,3.0
99,2017-3-11,B1-3N,42.5,38.5,10.387,83.5,3.0
115,2017-3-12,B1-3N,42.8571428571,31.5,10.4299,84.5,3.0
131,2017-3-13,B1-3N,42.1487603306,36.6,10.387,85.0,3.0
147,2017-3-14,B1-3N,42.9752066116,37.6,10.101,86.0,3.0
163,2017-3-15,B1-3N,42.9752066116,37.1,11.1948,87.0,3.0
179,2017-3-16,B1-3N,42.9752066116,37.6,11.252,88.0,3.0
195,2017-3-17,B1-3N,44.6280991736,37.6,11.2652,89.0,3.0
211,2017-3-18,B1-3N,42.9752066116,37.0,11.296,90.0,3.0
227,2017-3-19,B1-3N,44.6280991736,37.3,11.2388,91.0,3.0
243,2017-3-20,B1-3N,41.7886178862,37.4,12.2435,92.5,3.0
259,2017-3-21,B1-3N,42.2950819672,37.2,12.2765,93.5,3.0
275,2017-3-22,B1-3N,41.9512195122,35.5,12.315,94.5,3.0
291,2017-3-23,B1-3N,41.059602649,34.8,12.2765,95.5,3.0
307,2017-3-24,B1-3N,41.8292682927,36.0,13.3758,102.5,3.0
323,2017-3-25,B1-3N,41.9254658385,36.0,13.3142,103.5,3.0
339,2017-3-26,B1-3N,40.7643312102,36.0,13.0678,104.0,3.0
355,2017-3-27,B1-3N,41.6666666667,36.5,13.1602,105.0,3.0
371,2017-3-28,B1-3N,41.0256410256,36.4,14.023,106.0,3.0
387,2017-3-29,B1-3N,42.3076923077,36.6,14.276,107.0,3.0
403,2017-3-30,B1-3N,41.935483871,36.3,13.9471,108.0,3.0
419,2017-3-31,B1-3N,41.935483871,36.4,13.9471,109.0,3.0
435,2017-4-1,B1-3N,41.5584415584,35.7,14.932,110.0,3.0
451,2017-4-2,B1-3N,41.1764705882,36.3,15.636,111.0,3.0
467,2017-4-3,B1-3N,40.6451612903,35.8,15.1784,112.0,3.0
483,2017-4-4,B1-3N,41.935483871,35.8,16.1567,113.0,3.0
499,2017-4-5,B1-3N,44.1558441558,35.5,15.7057,114.0,3.0
515,2017-4-6,B1-3N,41.935483871,35.5,16.1567,116.0,3.0
531,2017-4-7,B1-3N,42.3076923077,35.4,15.841,117.0,3.0
547,2017-4-8,B1-3N,41.6666666667,35.6,16.75,118.0,3.0
563,2017-4-9,B1-3N,41.935483871,34.7,17.3,119.0,3.0
579,2017-4-10,B1-3N,42.4675324675,35.0,17.685,119.0,3.0
595,2017-4-11,B1-3N,42.8571428571,33.3,16.915,120.0,3.0
611,2017-4-12,B1-3N,42.8571428571,35.8,18.308,121.0,3.0
627,2017-4-13,B1-3N,42.5974025974,35.9,18.5027,122.0,3.0
643,2017-4-14,B1-3N,42.4675324675,36.5,17.659,123.0,3.0
659,2017-4-15,B1-3N,42.5806451613,36.5,18.1133,124.0,3.0
675,2017-4-16,B1-3N,41.6129032258,35.8,18.3436,125.5,3.0
691,2017-4-17,B1-3N,41.935483871,35.8,18.7924,126.5,3.0
707,2017-4-18,B1-3N,41.5584415584,35.9,19.316,127.5,3.0
723,2017-4-19,B1-3N,42.4836601307,35.8,19.0916,128.5,3.0
739,2017-4-20,B1-3N,42.3076923077,35.8,19.316,132.0,3.0
755,2017-4-21,B1-3N,42.0382165605,34.8,21.171,133.0,3.0
771,2017-4-22,B1-3N,42.0382165605,35.3,20.9169,134.0,3.0
787,2017-4-23,B1-3N,42.0382165605,35.5,19.2229,135.0,3.0
803,2017-4-24,B1-3N,41.4012738854,31.2,19.7311,135.0,3.0
819,2017-4-25,B1-3N,39.4904458599,34.2,19.2229,137.0,3.0
835,2017-4-26,B1-3N,38.8535031847,35.2,19.7311,137.0,3.0
851,2017-4-27,B1-3N,40.127388535,24.7,20.386,138.0,3.0
867,2017-4-28,B1-3N,42.3076923077,34.8,20.6698,139.0,3.0
883,2017-4-29,B1-3N,41.2903225806,33.1,21.6158,141.0,3.0
899,2017-4-30,B1-3N,41.935483871,34.2,21.6158,142.0,3.0
915,2017-5-1,B1-3N,41.6666666667,34.1,21.0482,143.0,3.0
931,2017-5-2,B1-3N,42.6923076923,35.7,21.332,144.0,3.0
947,2017-5-3,B1-3N,43.5897435897,33.0,21.332,145.0,3.0
963,2017-5-4,B1-3N,43.9102564103,34.1,23.0715,146.0,3.0
979,2017-5-5,B1-3N,42.9487179487,34.8,23.0715,147.0,3.0
995,2017-5-6,B1-3N,42.9487179487,33.6,23.385,148.0,3.0
1011,2017-5-7,B1-3N,44.5859872611,34.5,23.0715,149.0,3.0
1027,2017-5-8,B1-3N,43.0379746835,34.8,22.0265,149.0,3.0
1043,2017-5-9,B1-3N,42.5806451613,34.2,21.295,148.5,3.0
1059,2017-5-10,B1-3N,43.137254902,33.8,22.0265,149.5,3.0
1075,2017-5-11,B1-3N,43.4210526316,33.6,23.6912,150.5,3.0
1091,2017-5-12,B1-3N,42.1052631579,30.1,25.2928,152.0,3.0
1107,2017-5-13,B1-3N,42.7631578947,32.7,25.636,153.0,3.0
1123,2017-5-14,B1-3N,43.4210526316,33.3,24.492,154.0,3.0
1139,2017-5-15,B1-3N,44.0789473684,29.9,24.8352,155.0,3.0
1155,2017-5-16,B1-3N,44.0789473684,30.7,25.2928,156.0,3.0
1171,2017-5-17,B1-3N,45.8064516129,33.2,24.356,156.0,3.0
1187,2017-5-18,B1-3N,43.949044586,33.5,24.7289,157.5,3.0
1203,2017-5-19,B1-3N,43.3121019108,33.2,24.356,158.0,3.0
1219,2017-5-20,B1-3N,44.8051948052,32.8,24.356,159.5,3.0
1235,2017-5-21,B1-3N,42.4836601307,33.4,24.9614,160.0,3.0
1251,2017-5-22,B1-3N,43.5064935065,30.2,26.3034,161.0,3.0
1267,2017-5-23,B1-3N,44.1558441558,32.1,25.7666,162.0,3.0
1283,2017-5-24,B1-3N,43.7908496732,31.4,26.706,163.0,3.0
1299,2017-5-25,B1-3N,44.0268456376,33.4,25.7666,164.5,3.0
1315,2017-5-26,B1-3N,43.537414966,30.4,28.2453,165.5,3.0
1331,2017-5-27,B1-3N,44.2176870748,32.8,27.813,166.5,3.0
1347,2017-5-28,B1-3N,44.2953020134,33.8,26.8043,167.5,3.0
1363,2017-5-29,B1-3N,43.6241610738,30.6,25.9397,168.5,3.0
1379,2017-5-30,B1-3N,42.9530201342,32.5,25.9397,171.0,3.0
1395,2017-5-31,B1-3N,42.9530201342,31.9,27.842,172.0,3.0
1411,2017-6-1,B1-3N,43.2432432432,31.4,26.918,175.5,3.0
1427,2017-6-2,B1-3N,43.0463576159,32.7,27.38,176.5,3.0
1443,2017-6-3,B1-3N,42.1052631579,30.2,26.918,176.5,3.0
1459,2017-6-4,B1-3N,42.2077922078,31.9,28.92,177.5,3.0
1475,2017-6-5,B1-3N,42.2077922078,32.0,27.8963,178.5,3.0
1491,2017-6-6,B1-3N,42.2077922078,32.8,28.388,179.5,3.0
1507,2017-6-7,B1-3N,42.8571428571,32.5,30.027,180.5,3.0
1523,2017-6-8,B1-3N,42.8571428571,32.5,27.8963,181.5,3.0
1539,2017-6-9,B1-3N,43.5064935065,32.2,29.5353,182.5,3.0
1555,2017-6-10,B1-3N,42.8571428571,32.4,29.5353,183.5,3.0
1571,2017-6-11,B1-3N,43.2467532468,32.0,30.027,184.5,3.0
1587,2017-6-12,B1-3N,41.7763157895,31.5,29.9174,186.5,3.0
1603,2017-6-13,B1-3N,44.701986755,30.5,31.6554,187.5,3.0
1619,2017-6-14,B1-3N,43.3333333333,32.1,29.396,189.0,3.0
1635,2017-6-15,B1-3N,43.3333333333,32.4,30.6126,190.0,3.0
1651,2017-6-16,B1-3N,44.6666666667,32.1,31.134,191.0,3.0
1667,2017-6-17,B1-3N,43.5897435897,31.3,28.8746,193.0,3.0
1683,2017-6-18,B1-3N,43.3962264151,32.0,31.134,194.0,3.0
1699,2017-6-19,B1-3N,44.4025157233,31.7,29.396,195.5,3.0
1715,2017-6-20,B1-3N,45.9119496855,31.8,28.8746,196.5,3.0
1731,2017-6-21,B1-3N,44.3037974684,31.9,31.6554,198.0,3.0
1747,2017-6-22,B1-3N,43.6708860759,31.1,34.0886,199.0,3.0
1763,2017-6-23,B1-3N,45.5128205128,29.9,32.872,200.0,3.0
1779,2017-6-24,B1-3N,45.8064516129,30.0,31.134,201.0,3.0
1795,2017-6-25,B1-3N,44.5161290323,29.8,30.6126,202.0,3.0
1811,2017-6-26,B1-3N,44.1290322581,30.2,30.6126,203.0,3.0
1827,2017-6-27,B1-3N,43.7086092715,30.2,30.6126,204.0,3.0
1843,2017-6-28,B1-3N,45.5405405405,30.7,29.9174,205.0,3.0
1859,2017-6-29,B1-3N,45.306122449,29.5,32.3506,206.0,3.0
1875,2017-6-30,B1-3N,46.1643835616,29.7,32.3506,207.0,3.0
1891,2017-7-1,B1-3N,45.8904109589,29.3,29.9174,208.0,3.0
1907,2017-7-2,B1-3N,46.5753424658,30.0,31.134,209.0,3.0
1923,2017-7-3,B1-3N,44.5205479452,29.6,34.0886,210.0,3.0
1939,2017-7-4,B1-3N,44.8275862069,28.8,30.6126,211.0,3.0
1955,2017-7-5,B1-3N,44.4444444444,28.4,33.3934,212.0,3.0
1971,2017-7-6,B1-3N,43.75,27.2,33.3934,213.0,3.0
1987,2017-7-7,B1-3N,42.8571428571,27.2,32.3506,214.0,3.0
2003,2017-7-8,B1-3N,41.4965986395,26.6,31.134,215.0,3.0
2019,2017-7-9,B1-3N,41.7808219178,11.0,34.0886,216.0,3.0
2035,2017-7-10,B1-3N,40.4109589041,0.0,31.6554,217.0,3.0
2051,2017-7-11,B1-3N,40.6849315068,15.5,36.348,218.0,3.0
2067,2017-7-12,B1-3N,40.9722222222,26.6,34.0886,219.0,3.0
2083,2017-7-13,B1-3N,40.8391608392,26.1,32.872,220.0,3.0
2099,2017-7-14,B1-3N,40.8391608392,7.3,34.0886,221.0,3.0
2115,2017-7-15,B1-3N,38.8111888112,24.9,32.872,222.0,3.0
2131,2017-7-16,B1-3N,41.1267605634,25.5,34.0886,223.0,3.0
2147,2017-7-17,B1-3N,40.780141844,25.8,34.61,224.0,3.0
2163,2017-7-18,B1-3N,39.7163120567,25.6,32.872,225.0,3.0
2179,2017-7-19,B1-3N,40.0709219858,25.6,32.872,226.0,3.0
2195,2017-7-20,B1-3N,39.7163120567,25.0,34.9576,227.0,3.0
2211,2017-7-21,B1-3N,38.5714285714,24.9,34.9576,228.0,3.0
2227,2017-7-22,B1-3N,38.1294964029,23.1,32.872,229.0,3.0
2243,2017-7-23,B1-3N,37.4100719424,21.6,35.284,230.0,3.0
2259,2017-7-24,B1-3N,36.9565217391,21.8,37.696,231.0,3.0
2275,2017-7-25,B1-3N,36.496350365,21.0,38.902,231.5,3.0
9,2017-3-5,B4-1N,38.698630137,21.5,9.236,260.0,2.0
25,2017-3-6,B4-1N,39.4405594406,20.9,9.478,261.0,2.0
41,2017-3-7,B4-1N,40.5594405594,21.1,9.4054,262.0,2.0
57,2017-3-8,B4-1N,39.1608391608,20.9,9.4054,263.0,2.0
73,2017-3-9,B4-1N,39.1608391608,21.1,10.244,264.0,2.0
89,2017-3-10,B4-1N,38.4615384615,20.4,10.2011,265.0,2.0
105,2017-3-11,B4-1N,38.4615384615,21.0,10.387,266.0,2.0
121,2017-3-12,B4-1N,38.2978723404,21.6,10.4299,267.0,2.0
137,2017-3-13,B4-1N,37.8571428571,20.9,10.387,268.0,2.0
153,2017-3-14,B4-1N,35.8108108108,22.1,10.101,266.0,2.0
169,2017-3-15,B4-1N,37.7483443709,21.8,11.1948,267.0,2.0
185,2017-3-16,B4-1N,38.6666666667,21.6,11.252,268.0,2.0
201,2017-3-17,B4-1N,37.5838926174,22.9,11.2652,269.0,2.0
217,2017-3-18,B4-1N,36.2416107383,21.4,11.296,270.0,2.0
233,2017-3-19,B4-1N,37.4149659864,23.8,11.2388,271.0,2.0
249,2017-3-20,B4-1N,37.9310344828,19.3,12.2435,272.0,2.0
265,2017-3-21,B4-1N,37.2413793103,21.5,12.2765,273.0,2.0
281,2017-3-22,B4-1N,38.4722222222,21.7,12.315,274.0,2.0
297,2017-3-23,B4-1N,39.2156862745,22.3,12.2765,246.5,2.0
