,日期,牛舍,牛只类型,牛头数,报草量,减草量,剩草量,剩草率,计划头均采食量,实际头均采食量,头均产奶量
1453,2017-6-3,B4-5N,高产,157.0,7300.0,-200,400.0,5.3 ,46.5 ,45.2229299363,36.0
1454,2017-6-3,B4-7S,高产,140.0,5700.0,-200,300.0,5.1 ,40.7 ,40.0,32.6
1455,2017-6-3,B4-7N,高产,159.0,6600.0,-200,200.0,2.9 ,41.5 ,41.5094339623,37.8
1456,2017-6-4,B1-1S,高产,154.0,5800.0,0,400.0,6.9 ,37.7 ,35.0649350649,21.8
1457,2017-6-4,B1-1N,高产,154.0,6300.0,0,500.0,7.9 ,40.9 ,37.6623376623,23.4
1458,2017-6-4,B1-3S,高产,152.0,6100.0,0,300.0,4.9 ,40.1 ,38.1578947368,31.4
1459,2017-6-4,B1-3N,高产,154.0,6800.0,0,300.0,4.4 ,44.2 ,42.2077922078,31.9
1460,2017-6-4,B1-5S,高产,,,0,,0.0 ,21.4 ,,
1461,2017-6-4,B1-5N,高产,144.0,6100.0,0,500.0,8.2 ,42.4 ,38.8888888889,28.3
1462,2017-6-4,B1-7S,高产,139.0,6500.0,0,700.0,10.8 ,46.8 ,41.726618705,30.8
1463,2017-6-4,B1-7N,高产,156.0,5200.0,0,400.0,7.7 ,33.3 ,30.7692307692,32.0
1464,2017-6-4,B4-1S,高产,147.0,5500.0,0,400.0,7.3 ,37.4 ,34.693877551,22.8
1465,2017-6-4,B4-1N,高产,154.0,5800.0,0,800.0,13.8 ,37.7 ,32.4675324675,21.0
1466,2017-6-4,B4-3S,高产,112.0,4900.0,0,600.0,12.2 ,43.8 ,38.3928571429,27.7
1467,2017-6-4,B4-3N,高产,,,0,,#DIV/0!,#DIV/0!,,
1468,2017-6-4,B4-5S,高产,153.0,6100.0,0,400.0,6.6 ,39.9 ,37.2549019608,32.0
1469,2017-6-4,B4-5N,高产,157.0,7400.0,0,600.0,8.1 ,47.1 ,43.3121019108,41.1
1470,2017-6-4,B4-7S,高产,139.0,5700.0,0,500.0,8.8 ,41.0 ,37.4100719424,33.3
1471,2017-6-4,B4-7N,高产,159.0,6500.0,0,400.0,6.2 ,40.9 ,38.3647798742,38.3
1472,2017-6-5,B1-1S,高产,154.0,6100.0,0,400.0,6.6 ,39.6 ,37.012987013,22.1
1473,2017-6-5,B1-1N,高产,153.0,6600.0,0,300.0,4.5 ,43.1 ,41.1764705882,28.4
1474,2017-6-5,B1-3S,高产,151.0,6200.0,0,300.0,4.8 ,41.1 ,39.0728476821,31.5
1475,2017-6-5,B1-3N,高产,154.0,6800.0,0,300.0,4.4 ,44.2 ,42.2077922078,32.0
1476,2017-6-5,B1-5S,高产,,,0,,20.0 ,19.2 ,,
1477,2017-6-5,B1-5N,高产,149.0,6100.0,0,300.0,4.9 ,40.9 ,38.9261744966,30.5
1478,2017-6-5,B1-7S,高产,139.0,6300.0,0,300.0,4.8 ,45.3 ,43.1654676259,33.0
1479,2017-6-5,B1-7N,高产,156.0,5600.0,0,300.0,5.4 ,35.9 ,33.9743589744,31.9
1480,2017-6-5,B4-1S,高产,151.0,6000.0,300,200.0,3.5 ,39.7 ,36.4238410596,27.0
1481,2017-6-5,B4-1N,高产,154.0,6100.0,300,400.0,6.9 ,39.6 ,35.0649350649,21.5
1482,2017-6-5,B4-3S,高产,112.0,4800.0,0,400.0,8.3 ,42.9 ,39.2857142857,28.1
1483,2017-6-5,B4-3N,高产,,,0,,#DIV/0!,#DIV/0!,,
1484,2017-6-5,B4-5S,高产,153.0,6100.0,0,200.0,3.3 ,39.9 ,38.5620915033,32.3
1485,2017-6-5,B4-5N,高产,156.0,7400.0,0,300.0,4.1 ,47.4 ,45.5128205128,37.3
1486,2017-6-5,B4-7S,高产,139.0,5600.0,0,300.0,5.4 ,40.3 ,38.1294964029,33.5
1487,2017-6-5,B4-7N,高产,159.0,6500.0,0,200.0,3.1 ,40.9 ,39.6226415094,38.4
1488,2017-6-6,B1-1S,高产,154.0,6000.0,0,300.0,5.0 ,39.0 ,37.012987013,21.6
1489,2017-6-6,B1-1N,高产,154.0,6400.0,0,400.0,6.3 ,41.6 ,38.961038961,23.7
1490,2017-6-6,B1-3S,高产,152.0,6200.0,0,300.0,4.8 ,40.8 ,38.8157894737,32.2
1491,2017-6-6,B1-3N,高产,154.0,6900.0,0,400.0,5.8 ,44.8 ,42.2077922078,32.8
1492,2017-6-6,B1-5S,高产,,,0,,16.7 ,23.1 ,,
1493,2017-6-6,B1-5N,高产,149.0,6100.0,0,100.0,1.6 ,40.9 ,40.2684563758,28.6
1494,2017-6-6,B1-7S,高产,139.0,6200.0,0,200.0,3.2 ,44.6 ,43.1654676259,31.6
1495,2017-6-6,B1-7N,高产,156.0,5500.0,0,400.0,7.3 ,35.3 ,32.6923076923,32.3
1496,2017-6-6,B4-1S,高产,152.0,6000.0,0,200.0,3.3 ,39.5 ,38.1578947368,22.5
1497,2017-6-6,B4-1N,高产,156.0,6300.0,0,400.0,6.3 ,40.4 ,37.8205128205,21.0
1498,2017-6-6,B4-3S,高产,112.0,4800.0,0,400.0,8.3 ,42.9 ,39.2857142857,27.6
1499,2017-6-6,B4-3N,高产,,,0,,#DIV/0!,#DIV/0!,,
1500,2017-6-6,B4-5S,高产,153.0,6100.0,0,200.0,3.3 ,39.9 ,38.5620915033,33.5
1501,2017-6-6,B4-5N,高产,156.0,7300.0,0,200.0,2.7 ,46.8 ,45.5128205128,35.7
1502,2017-6-6,B4-7S,高产,139.0,5500.0,0,200.0,3.6 ,39.6 ,38.1294964029,39.3
1503,2017-6-6,B4-7N,高产,159.0,6600.0,0,200.0,3.0 ,41.5 ,40.251572327,36.3
1504,2017-6-7,B1-1S,高产,154.0,6000.0,0,300.0,5.0 ,39.0 ,37.012987013,22.2
1505,2017-6-7,B1-1N,高产,154.0,6600.0,0,400.0,6.1 ,42.9 ,40.2597402597,23.7
1506,2017-6-7,B1-3S,高产,152.0,6200.0,0,300.0,4.8 ,40.8 ,38.8157894737,32.3
1507,2017-6-7,B1-3N,高产,154.0,6900.0,0,300.0,4.3 ,44.8 ,42.8571428571,32.5
1508,2017-6-7,B1-5S,高产,,,0,,14.3 ,29.2 ,,
1509,2017-6-7,B1-5N,高产,149.0,6100.0,0,200.0,3.3 ,40.9 ,39.5973154362,31.7
1510,2017-6-7,B1-7S,高产,138.0,6200.0,0,600.0,9.7 ,44.9 ,40.5797101449,35.4
1511,2017-6-7,B1-7N,高产,156.0,5500.0,0,300.0,5.5 ,35.3 ,33.3333333333,32.7
1512,2017-6-7,B4-1S,高产,152.0,6000.0,200,200.0,3.4 ,39.5 ,36.8421052632,23.1
1513,2017-6-7,B4-1N,高产,156.0,6100.0,200,500.0,8.5 ,39.1 ,34.6153846154,21.7
1514,2017-6-7,B4-3S,高产,112.0,4600.0,0,300.0,6.5 ,41.1 ,38.3928571429,28.2
1515,2017-6-7,B4-3N,高产,,,0,,#DIV/0!,#DIV/0!,,
1516,2017-6-7,B4-5S,高产,153.0,6100.0,0,300.0,4.9 ,39.9 ,37.908496732,33.2
1517,2017-6-7,B4-5N,高产,156.0,7400.0,0,400.0,5.4 ,47.4 ,44.8717948718,38.8
1518,2017-6-7,B4-7S,高产,139.0,5500.0,0,300.0,5.5 ,39.6 ,37.4100719424,34.1
1519,2017-6-7,B4-7N,高产,159.0,6600.0,0,200.0,3.0 ,41.5 ,40.251572327,39.2
1520,2017-6-8,B1-1S,高产,153.0,5900.0,0,300.0,5.1 ,38.6 ,36.6013071895,22.0
1521,2017-6-8,B1-1N,高产,154.0,6400.0,0,300.0,4.7 ,41.6 ,39.6103896104,23.9
1522,2017-6-8,B1-3S,高产,152.0,6200.0,0,300.0,4.8 ,40.8 ,38.8157894737,32.2
1523,2017-6-8,B1-3N,高产,154.0,6900.0,0,300.0,4.3 ,44.8 ,42.8571428571,32.5
1524,2017-6-8,B1-5S,高产,,,0,,25.0 ,27.6 ,,
1525,2017-6-8,B1-5N,高产,149.0,6100.0,0,300.0,4.9 ,40.9 ,38.9261744966,29.7
1526,2017-6-8,B1-7S,高产,139.0,6200.0,0,300.0,4.8 ,44.6 ,42.4460431655,32.2
1527,2017-6-8,B1-7N,高产,155.0,5500.0,0,200.0,3.6 ,35.5 ,34.1935483871,33.1
1528,2017-6-8,B4-1S,高产,152.0,5900.0,0,200.0,3.4 ,38.8 ,37.5,22.7
1529,2017-6-8,B4-1N,高产,155.0,5900.0,0,300.0,5.1 ,38.1 ,36.1290322581,21.5
1530,2017-6-8,B4-3S,高产,112.0,4400.0,0,200.0,4.5 ,39.3 ,37.5,28.0
1531,2017-6-8,B4-3N,高产,,,0,,#DIV/0!,#DIV/0!,,
1532,2017-6-8,B4-5S,高产,154.0,6100.0,0,200.0,3.3 ,39.6 ,38.3116883117,32.3
1533,2017-6-8,B4-5N,高产,155.0,7200.0,0,300.0,4.2 ,46.5 ,44.5161290323,36.9
1534,2017-6-8,B4-7S,高产,139.0,5500.0,0,200.0,3.6 ,39.6 ,38.1294964029,33.9
1535,2017-6-8,B4-7N,高产,159.0,6700.0,0,200.0,3.0 ,42.1 ,40.8805031447,38.6
1536,2017-6-9,B1-1S,高产,152.0,6000.0,0,400.0,6.7 ,39.5 ,36.8421052632,19.2
1537,2017-6-9,B1-1N,高产,148.0,6000.0,0,300.0,5.0 ,40.5 ,38.5135135135,23.7
1538,2017-6-9,B1-3S,高产,153.0,6200.0,0,300.0,4.8 ,40.5 ,38.5620915033,31.8
1539,2017-6-9,B1-3N,高产,154.0,6900.0,0,200.0,2.9 ,44.8 ,43.5064935065,32.2
1540,2017-6-9,B1-5S,高产,,,0,,10.0 ,25.0 ,,
1541,2017-6-9,B1-5N,高产,149.0,6100.0,0,200.0,3.3 ,40.9 ,39.5973154362,30.9
1542,2017-6-9,B1-7S,高产,141.0,6200.0,0,200.0,3.2 ,44.0 ,42.5531914894,34.1
1543,2017-6-9,B1-7N,高产,154.0,5500.0,0,200.0,3.6 ,35.7 ,34.4155844156,33.2
1544,2017-6-9,B4-1S,高产,152.0,5700.0,0,200.0,3.5 ,37.5 ,36.1842105263,22.0
1545,2017-6-9,B4-1N,高产,156.0,5700.0,0,300.0,5.3 ,36.5 ,34.6153846154,21.0
1546,2017-6-9,B4-3S,高产,112.0,4500.0,0,100.0,2.2 ,40.2 ,39.2857142857,28.8
1547,2017-6-9,B4-3N,高产,,,0,,#DIV/0!,#DIV/0!,,
1548,2017-6-9,B4-5S,高产,154.0,6100.0,0,100.0,1.6 ,39.6 ,38.961038961,32.9
1549,2017-6-9,B4-5N,高产,154.0,7200.0,0,200.0,2.8 ,46.8 ,45.4545454545,38.0
1550,2017-6-9,B4-7S,高产,138.0,5500.0,0,200.0,3.6 ,39.9 ,38.4057971014,33.8
1551,2017-6-9,B4-7N,高产,158.0,6800.0,0,300.0,4.4 ,43.0 ,41.1392405063,38.7
1552,2017-6-10,B1-1S,高产,152.0,5800.0,0,300.0,5.2 ,38.2 ,36.1842105263,22.0
1553,2017-6-10,B1-1N,高产,145.0,6000.0,0,450.0,7.5 ,41.4 ,38.275862069,23.4
1554,2017-6-10,B1-3S,高产,153.0,6200.0,0,260.0,4.2 ,40.5 ,38.8235294118,31.7
1555,2017-6-10,B1-3N,高产,154.0,6900.0,0,300.0,4.3 ,44.8 ,42.8571428571,32.4
1556,2017-6-10,B1-5S,高产,,,0,,12.5 ,27.3 ,,
1557,2017-6-10,B1-5N,高产,149.0,6000.0,0,260.0,4.3 ,40.3 ,38.5234899329,28.7
1558,2017-6-10,B1-7S,高产,142.0,6200.0,0,240.0,3.9 ,43.7 ,41.9718309859,31.5
1559,2017-6-10,B1-7N,高产,154.0,5500.0,0,260.0,4.7 ,35.7 ,34.025974026,32.9
1560,2017-6-10,B4-1S,高产,152.0,5700.0,0,300.0,5.3 ,37.5 ,35.5263157895,22.1
1561,2017-6-10,B4-1N,高产,156.0,5600.0,0,400.0,7.1 ,35.9 ,33.3333333333,21.3
1562,2017-6-10,B4-3S,高产,112.0,4500.0,0,240.0,5.3 ,40.2 ,38.0357142857,28.2
1563,2017-6-10,B4-3N,高产,,,0,,#DIV/0!,#DIV/0!,,
1564,2017-6-10,B4-5S,高产,154.0,6100.0,0,260.0,4.3 ,39.6 ,37.9220779221,32.0
1565,2017-6-10,B4-5N,高产,154.0,7000.0,0,300.0,4.3 ,45.5 ,43.5064935065,36.4
1566,2017-6-10,B4-7S,高产,138.0,5500.0,0,300.0,5.5 ,39.9 ,37.6811594203,33.5
1567,2017-6-10,B4-7N,高产,158.0,6800.0,0,260.0,3.8 ,43.0 ,41.3924050633,37.9
1568,2017-6-11,B1-1S,高产,150.0,5800.0,0,300.0,5.2 ,38.7 ,36.6666666667,22.0
1569,2017-6-11,B1-1N,高产,145.0,6000.0,0,400.0,6.7 ,41.4 ,38.6206896552,23.5
1570,2017-6-11,B1-3S,高产,153.0,6100.0,0,200.0,3.3 ,39.9 ,38.5620915033,31.3
1571,2017-6-11,B1-3N,高产,154.0,6900.0,0,240.0,3.5 ,44.8 ,43.2467532468,32.0
1572,2017-6-11,B1-5S,高产,,,0,,12.5 ,26.7 ,,
1573,2017-6-11,B1-5N,高产,149.0,6000.0,0,240.0,4.0 ,40.3 ,38.6577181208,30.1
1574,2017-6-11,B1-7S,高产,142.0,6400.0,0,360.0,5.6 ,45.1 ,42.5352112676,33.0
1575,2017-6-11,B1-7N,高产,154.0,5500.0,0,240.0,4.4 ,35.7 ,34.1558441558,32.8
1576,2017-6-11,B4-1S,高产,152.0,5700.0,0,260.0,4.6 ,37.5 ,35.7894736842,21.8
1577,2017-6-11,B4-1N,高产,154.0,5700.0,0,350.0,6.1 ,37.0 ,34.7402597403,21.2
1578,2017-6-11,B4-3S,高产,114.0,4700.0,0,200.0,4.3 ,41.2 ,39.4736842105,27.7
1579,2017-6-11,B4-3N,高产,,,0,,#DIV/0!,#DIV/0!,,
1580,2017-6-11,B4-5S,高产,155.0,6200.0,0,300.0,4.8 ,40.0 ,38.064516129,32.1
1581,2017-6-11,B4-5N,高产,154.0,6900.0,0,240.0,3.5 ,44.8 ,43.2467532468,36.4
1582,2017-6-11,B4-7S,高产,138.0,5600.0,0,260.0,4.6 ,40.6 ,38.6956521739,33.8
1583,2017-6-11,B4-7N,高产,158.0,6700.0,0,300.0,4.5 ,42.4 ,40.5063291139,38.1
1584,2017-6-12,B1-1S,高产,148.0,5700.0,0,400.0,7.0 ,38.5 ,35.8108108108,22.2
1585,2017-6-12,B1-1N,高产,144.0,5900.0,0,400.0,6.8 ,41.0 ,38.1944444444,23.6
1586,2017-6-12,B1-3S,高产,153.0,6200.0,0,400.0,6.5 ,40.5 ,37.908496732,31.5
1587,2017-6-12,B1-3N,高产,152.0,6800.0,0,450.0,6.6 ,44.7 ,41.7763157895,31.5
1588,2017-6-12,B1-5S,高产,,,0,,12.5 ,26.7 ,,
1589,2017-6-12,B1-5N,高产,149.0,6000.0,0,200.0,3.3 ,40.3 ,38.9261744966,27.8
1590,2017-6-12,B1-7S,高产,148.0,6400.0,0,300.0,4.7 ,43.2 ,41.2162162162,29.9
1591,2017-6-12,B1-7N,高产,147.0,5500.0,0,600.0,10.9 ,37.4 ,33.3333333333,32.2
1592,2017-6-12,B4-1S,高产,152.0,5900.0,0,500.0,8.5 ,38.8 ,35.5263157895,20.7
1593,2017-6-12,B4-1N,高产,153.0,5900.0,0,300.0,5.1 ,38.6 ,36.6013071895,20.7
1594,2017-6-12,B4-3S,高产,,,0,,#DIV/0!,#DIV/0!,,
1595,2017-6-12,B4-3N,高产,117.0,4800.0,0,300.0,6.3 ,41.0 ,38.4615384615,28.3
1596,2017-6-12,B4-5S,高产,155.0,6200.0,0,200.0,3.2 ,40.0 ,38.7096774194,32.8
1597,2017-6-12,B4-5N,高产,153.0,6900.0,0,200.0,2.9 ,45.1 ,43.7908496732,35.0
1598,2017-6-12,B4-7S,高产,137.0,5600.0,0,240.0,4.3 ,40.9 ,39.1240875912,33.1
1599,2017-6-12,B4-7N,高产,157.0,6700.0,0,260.0,3.9 ,42.7 ,41.0191082803,32.7
1600,2017-6-13,B1-1S,高产,148.0,5900.0,0,500.0,8.5 ,39.9 ,36.4864864865,22.3
1601,2017-6-13,B1-1N,高产,144.0,6000.0,0,450.0,7.5 ,41.7 ,38.5416666667,23.6
1602,2017-6-13,B1-3S,高产,153.0,6200.0,0,450.0,7.3 ,40.5 ,37.5816993464,31.2
1603,2017-6-13,B1-3N,高产,151.0,6900.0,0,150.0,2.2 ,45.7 ,44.701986755,30.5
1604,2017-6-13,B1-5S,高产,,,0,,8.3 ,26.7 ,,
1605,2017-6-13,B1-5N,高产,149.0,6000.0,0,200.0,3.3 ,40.3 ,38.9261744966,29.9
1606,2017-6-13,B1-7S,高产,150.0,6300.0,0,300.0,4.8 ,42.0 ,40.0,33.0
1607,2017-6-13,B1-7N,高产,143.0,5500.0,0,350.0,6.4 ,38.5 ,36.013986014,33.2
1608,2017-6-13,B4-1S,高产,152.0,6000.0,0,300.0,5.0 ,39.5 ,37.5,22.2
1609,2017-6-13,B4-1N,高产,153.0,5800.0,0,350.0,6.0 ,37.9 ,35.6209150327,21.3
1610,2017-6-13,B4-3S,高产,,,0,,#DIV/0!,#DIV/0!,,
1611,2017-6-13,B4-3N,高产,127.0,5000.0,0,150.0,3.0 ,39.4 ,38.188976378,28.4
1612,2017-6-13,B4-5S,高产,155.0,6200.0,-500,240.0,3.6 ,40.0 ,41.6774193548,32.6
1613,2017-6-13,B4-5N,高产,152.0,6900.0,0,300.0,4.3 ,45.4 ,43.4210526316,36.8
1614,2017-6-13,B4-7S,高产,137.0,5600.0,0,200.0,3.6 ,40.9 ,39.4160583942,33.8
1615,2017-6-13,B4-7N,高产,157.0,6700.0,0,260.0,3.9 ,42.7 ,41.0191082803,38.1
1616,2017-6-14,B1-1S,高产,140.0,5500.0,0,300.0,5.5 ,39.3 ,37.1428571429,22.7
1617,2017-6-14,B1-1N,高产,142.0,6000.0,0,300.0,5.0 ,42.3 ,40.1408450704,24.1
1618,2017-6-14,B1-3S,高产,151.0,6100.0,0,200.0,3.3 ,40.4 ,39.0728476821,31.2
1619,2017-6-14,B1-3N,高产,150.0,6700.0,0,200.0,3.0 ,44.7 ,43.3333333333,32.1
1620,2017-6-14,B1-5S,高产,,,0,,7.1 ,27.5 ,,
1621,2017-6-14,B1-5N,高产,149.0,6100.0,0,260.0,4.3 ,40.9 ,39.1946308725,29.9
1622,2017-6-14,B1-7S,高产,146.0,6300.0,0,150.0,2.4 ,43.2 ,42.1232876712,32.6
1623,2017-6-14,B1-7N,高产,148.0,5400.0,0,260.0,4.8 ,36.5 ,34.7297297297,33.5
1624,2017-6-14,B4-1S,高产,153.0,6000.0,0,350.0,5.8 ,39.2 ,36.9281045752,22.4
1625,2017-6-14,B4-1N,高产,153.0,5600.0,0,240.0,4.3 ,36.6 ,35.0326797386,21.1
1626,2017-6-14,B4-3S,高产,,,0,,#DIV/0!,#DIV/0!,,
1627,2017-6-14,B4-3N,高产,132.0,5100.0,0,300.0,5.9 ,38.6 ,36.3636363636,28.6
1628,2017-6-14,B4-5S,高产,155.0,6200.0,0,200.0,3.2 ,40.0 ,38.7096774194,32.5
1629,2017-6-14,B4-5N,高产,152.0,6900.0,0,240.0,3.5 ,45.4 ,43.8157894737,36.5
1630,2017-6-14,B4-7S,高产,135.0,5500.0,0,200.0,3.6 ,40.7 ,39.2592592593,34.1
1631,2017-6-14,B4-7N,高产,153.0,6700.0,0,300.0,4.5 ,43.8 ,41.8300653595,38.8
1632,2017-6-15,B1-1S,高产,136.0,5400.0,0,300.0,5.6 ,39.7 ,37.5,23.2
1633,2017-6-15,B1-1N,高产,131.0,5200.0,0,350.0,6.7 ,39.7 ,37.0229007634,24.8
1634,2017-6-15,B1-3S,高产,153.0,6200.0,0,200.0,3.2 ,40.5 ,39.2156862745,31.6
1635,2017-6-15,B1-3N,高产,150.0,7000.0,0,500.0,7.1 ,46.7 ,43.3333333333,32.4
1636,2017-6-15,B1-5S,高产,,,0,,6.7 ,27.8 ,,
1637,2017-6-15,B1-5N,高产,148.0,6100.0,0,200.0,3.3 ,41.2 ,39.8648648649,33.6
1638,2017-6-15,B1-7S,高产,143.0,6400.0,0,240.0,3.8 ,44.8 ,43.0769230769,34.3
1639,2017-6-15,B1-7N,高产,149.0,5500.0,0,260.0,4.7 ,36.9 ,35.1677852349,34.3
1640,2017-6-15,B4-1S,高产,148.0,5600.0,0,600.0,10.7 ,37.8 ,33.7837837838,23.3
1641,2017-6-15,B4-1N,高产,147.0,5500.0,0,240.0,4.4 ,37.4 ,35.7823129252,21.8
1642,2017-6-15,B4-3S,高产,,,0,,#DIV/0!,#DIV/0!,,
1643,2017-6-15,B4-3N,高产,140.0,5200.0,0,150.0,2.9 ,37.1 ,36.0714285714,28.7
1644,2017-6-15,B4-5S,高产,155.0,6200.0,100,150.0,2.5 ,40.0 ,38.3870967742,33.1
1645,2017-6-15,B4-5N,高产,152.0,6900.0,300,200.0,3.0 ,45.4 ,42.1052631579,35.4
1646,2017-6-15,B4-7S,高产,134.0,5600.0,100,150.0,2.7 ,41.8 ,39.9253731343,34.6
1647,2017-6-15,B4-7N,高产,151.0,6600.0,200,300.0,4.7 ,43.7 ,40.3973509934,39.3
1648,2017-6-16,B1-1S,高产,130.0,5000.0,0,400.0,8.0 ,38.5 ,35.3846153846,23.5
1649,2017-6-16,B1-1N,高产,122.0,5100.0,0,500.0,9.8 ,41.8 ,37.7049180328,23.7
1650,2017-6-16,B1-3S,高产,154.0,6200.0,0,240.0,3.9 ,40.3 ,38.7012987013,31.8
1651,2017-6-16,B1-3N,高产,150.0,7000.0,0,300.0,4.3 ,46.7 ,44.6666666667,32.1
1652,2017-6-16,B1-5S,高产,,,0,,17.6 ,26.6 ,,
1653,2017-6-16,B1-5N,高产,148.0,6100.0,0,300.0,4.9 ,41.2 ,39.1891891892,31.4
1654,2017-6-16,B1-7S,高产,140.0,6400.0,0,500.0,7.8 ,45.7 ,42.1428571429,33.5
1655,2017-6-16,B1-7N,高产,148.0,5700.0,0,260.0,4.6 ,38.5 ,36.7567567568,34.0
1656,2017-6-16,B4-1S,高产,145.0,5400.0,0,500.0,9.3 ,37.2 ,33.7931034483,22.5
1657,2017-6-16,B4-1N,高产,144.0,5500.0,0,260.0,4.7 ,38.2 ,36.3888888889,21.0
1658,2017-6-16,B4-3S,高产,,,0,,#DIV/0!,#DIV/0!,,
1659,2017-6-16,B4-3N,高产,138.0,5200.0,0,200.0,3.8 ,37.7 ,36.231884058,28.9
1660,2017-6-16,B4-5S,高产,155.0,6200.0,0,200.0,3.2 ,40.0 ,38.7096774194,32.3
1661,2017-6-16,B4-5N,高产,152.0,6800.0,0,260.0,3.8 ,44.7 ,43.0263157895,37.0
1662,2017-6-16,B4-7S,高产,133.0,5500.0,0,300.0,5.5 ,41.4 ,39.0977443609,33.9
1663,2017-6-16,B4-7N,高产,149.0,6700.0,0,300.0,4.5 ,45.0 ,42.9530201342,39.3
1664,2017-6-17,B1-1S,高产,129.0,5000.0,0,240.0,4.8 ,38.8 ,36.8992248062,20.4
1665,2017-6-17,B1-1N,高产,144.0,6000.0,0,240.0,4.0 ,41.7 ,40.0,21.8
1666,2017-6-17,B1-3S,高产,154.0,6200.0,0,240.0,3.9 ,40.3 ,38.7012987013,31.0
1667,2017-6-17,B1-3N,高产,156.0,7100.0,0,300.0,4.2 ,45.5 ,43.5897435897,31.3
1668,2017-6-17,B1-5S,高产,,,0,,13.7 ,27.9 ,,
1669,2017-6-17,B1-5N,高产,131.0,5700.0,0,600.0,10.5 ,43.5 ,38.9312977099,32.6
1670,2017-6-17,B1-7S,高产,138.0,6300.0,0,800.0,12.7 ,45.7 ,39.8550724638,35.2
1671,2017-6-17,B1-7N,高产,148.0,5800.0,0,500.0,8.6 ,39.2 ,35.8108108108,34.3
1672,2017-6-17,B4-1S,高产,152.0,5700.0,0,300.0,5.3 ,37.5 ,35.5263157895,20.4
1673,2017-6-17,B4-1N,高产,146.0,5600.0,0,240.0,4.3 ,38.4 ,36.7123287671,19.8
1674,2017-6-17,B4-3S,高产,,,0,,#DIV/0!,#DIV/0!,,
1675,2017-6-17,B4-3N,高产,113.0,4500.0,0,400.0,8.9 ,39.8 ,36.2831858407,28.4
1676,2017-6-17,B4-5S,高产,155.0,6100.0,0,200.0,3.3 ,39.4 ,38.064516129,33.7
1677,2017-6-17,B4-5N,高产,151.0,6700.0,0,300.0,4.5 ,44.4 ,42.3841059603,38.0
1678,2017-6-17,B4-7S,高产,133.0,5600.0,0,200.0,3.6 ,42.1 ,40.6015037594,35.3
1679,2017-6-17,B4-7N,高产,148.0,6500.0,0,260.0,4.0 ,43.9 ,42.1621621622,39.8
1680,2017-6-18,B1-1S,高产,130.0,5000.0,0,350.0,7.0 ,38.5 ,35.7692307692,21.4
1681,2017-6-18,B1-1N,高产,155.0,6400.0,0,300.0,4.7 ,41.3 ,39.3548387097,22.8
1682,2017-6-18,B1-3S,高产,153.0,6200.0,0,240.0,3.9 ,40.5 ,38.954248366,31.8
1683,2017-6-18,B1-3N,高产,159.0,7200.0,0,300.0,4.2 ,45.3 ,43.3962264151,32.0
1684,2017-6-18,B1-5S,高产,,,0,,10.0 ,32.3 ,,
1685,2017-6-18,B1-5N,高产,122.0,5500.0,0,200.0,3.6 ,45.1 ,43.4426229508,31.3
1686,2017-6-18,B1-7S,高产,125.0,5900.0,0,260.0,4.4 ,47.2 ,45.12,33.9
1687,2017-6-18,B1-7N,高产,148.0,5700.0,0,260.0,4.6 ,38.5 ,36.7567567568,34.3
1688,2017-6-18,B4-1S,高产,142.0,5300.0,0,450.0,8.5 ,37.3 ,34.1549295775,21.3
1689,2017-6-18,B4-1N,高产,147.0,5500.0,0,400.0,7.3 ,37.4 ,34.693877551,20.6
1690,2017-6-18,B4-3S,高产,,,0,,#DIV/0!,#DIV/0!,,
1691,2017-6-18,B4-3N,高产,106.0,4000.0,0,300.0,7.5 ,37.7 ,34.9056603774,28.0
1692,2017-6-18,B4-5S,高产,155.0,6200.0,0,200.0,3.2 ,40.0 ,38.7096774194,33.9
1693,2017-6-18,B4-5N,高产,158.0,6800.0,0,240.0,3.5 ,43.0 ,41.5189873418,37.7
1694,2017-6-18,B4-7S,高产,138.0,5700.0,0,200.0,3.5 ,41.3 ,39.8550724638,33.9
1695,2017-6-18,B4-7N,高产,149.0,6400.0,0,260.0,4.1 ,43.0 ,41.2080536913,39.9
1696,2017-6-19,B1-1S,低产,,,0,,9.3 ,39.8 ,,
1697,2017-6-19,B1-1N,低产,,,0,,5.5 ,41.4 ,,
1698,2017-6-19,B1-3S,高产,153.0,6200.0,0,200.0,3.2 ,40.5 ,39.2156862745,28.3
1699,2017-6-19,B1-3N,高产,159.0,7300.0,0,240.0,3.3 ,45.9 ,44.4025157233,31.7
1700,2017-6-19,B1-5S,高产,,,0,,10.0 ,33.9 ,,
1701,2017-6-19,B1-5N,高产,122.0,5400.0,0,300.0,5.6 ,44.3 ,41.8032786885,32.9
1702,2017-6-19,B1-7S,高产,118.0,5600.0,0,400.0,7.1 ,47.5 ,44.0677966102,35.1
1703,2017-6-19,B1-7N,高产,148.0,5500.0,0,240.0,4.4 ,37.2 ,35.5405405405,34.7
1704,2017-6-19,B4-1S,低产,,,0,,6.1 ,36.3 ,,
1705,2017-6-19,B4-1N,低产,,,0,,7.8 ,34.7 ,,
1706,2017-6-19,B4-3S,高产,111.0,2900.0,0,100.0,3.4 ,26.1 ,25.2252252252,29.4
1707,2017-6-19,B4-3N,高产,107.0,4000.0,0,300.0,7.5 ,37.4 ,34.5794392523,28.8
